Event,Timestamp,Framecount,SessionID,Email,BCIState,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,TrialGoal,BCIConfidence,InputNumber,BCIThresholdBuffer
GameDecision,2020-11-27 10:20:14.2088,10136,60737d7d24130424b89de6dbecf4bd27,anonymous,NULL,Closed,6,-3.9656,0.0000,Running,4.1391,25,0.1667,0,0.0000,0,0.0667,0,0.0000,0,0.0000,0,0.0000,AccInput,AccInput,NULL,NULL,NULL
Rest,2020-11-27 10:20:14.7093,10172,60737d7d24130424b89de6dbecf4bd27,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4926,18,(0.655 0.601 0.493 0.675 0.683 0.681 0.678 0.691 )
MotorImagery,2020-11-27 10:20:16.1155,10273,60737d7d24130424b89de6dbecf4bd27,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8498,19,(0.856 0.850 0.649 0.805 0.838 0.851 0.863 0.868 )
Rest,2020-11-27 10:20:16.7554,10318,60737d7d24130424b89de6dbecf4bd27,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4025,19,(0.822 0.821 0.740 0.615 0.403 0.860 0.847 0.827 )
MotorImagery,2020-11-27 10:20:21.8799,10685,60737d7d24130424b89de6dbecf4bd27,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6889,20,(0.666 0.688 0.689 0.607 0.627 0.637 0.614 0.657 )
Rest,2020-11-27 10:20:23.7870,10822,60737d7d24130424b89de6dbecf4bd27,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5978,20,(0.671 0.634 0.598 0.820 0.812 0.795 0.759 0.708 )
MotorImagery,2020-11-27 10:20:24.9422,10904,60737d7d24130424b89de6dbecf4bd27,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7327,21,(0.725 0.748 0.762 0.759 0.754 0.739 0.733 0.669 )
Rest,2020-11-27 10:20:25.6944,10958,60737d7d24130424b89de6dbecf4bd27,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5736,21,(0.630 0.574 0.693 0.670 0.682 0.659 0.680 0.661 )
InputWindowChange,2020-11-27 10:20:30.1787,11278,60737d7d24130424b89de6dbecf4bd27,anonymous,NULL,Open,7,0.0000,0.0000,Running,4.6275,25,0.1667,0,0.0000,0,0.0667,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
InputWindowChange,2020-11-27 10:20:36.1936,11708,60737d7d24130424b89de6dbecf4bd27,anonymous,NULL,Closed,7,0.0153,0.0000,Running,4.6275,25,0.1667,0,0.0000,0,0.0667,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2020-11-27 10:20:36.1946,11708,60737d7d24130424b89de6dbecf4bd27,anonymous,NULL,Closed,7,0.0153,0.0000,Running,4.6275,25,0.1667,0,0.0000,0,0.1000,0,0.0000,0,0.0000,0,0.0000,RejInput,AccInput,NULL,NULL,NULL
MotorImagery,2020-11-27 10:20:37.8224,11825,60737d7d24130424b89de6dbecf4bd27,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6411,22,(0.619 0.622 0.635 0.639 0.641 0.625 0.601 0.603 )
Rest,2020-11-27 10:20:38.2133,11852,60737d7d24130424b89de6dbecf4bd27,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5817,22,(0.623 0.610 0.582 0.639 0.641 0.666 0.680 0.643 )
MotorImagery,2020-11-27 10:20:46.0236,12412,60737d7d24130424b89de6dbecf4bd27,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6572,23,(0.638 0.694 0.707 0.707 0.699 0.693 0.657 0.609 )
Rest,2020-11-27 10:20:46.1490,12421,60737d7d24130424b89de6dbecf4bd27,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5629,23,(0.563 0.694 0.707 0.707 0.699 0.693 0.657 0.626 )
MotorImagery,2020-11-27 10:20:46.8025,12468,60737d7d24130424b89de6dbecf4bd27,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6939,24,(0.649 0.661 0.692 0.694 0.613 0.620 0.618 0.616 )
InputWindowChange,2020-11-27 10:20:48.1819,12567,60737d7d24130424b89de6dbecf4bd27,anonymous,NULL,Open,8,0.0000,0.0000,Running,1.7717,25,0.1667,0,0.0000,0,0.1000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
Rest,2020-11-27 10:20:48.6828,12603,60737d7d24130424b89de6dbecf4bd27,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5930,24,(0.642 0.593 0.794 0.774 0.763 0.747 0.732 0.695 )
MotorImagery,2020-11-27 10:20:50.3676,12723,60737d7d24130424b89de6dbecf4bd27,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7397,25,(0.651 0.705 0.726 0.733 0.742 0.738 0.740 0.613 )
InputWindowChange,2020-11-27 10:20:50.3676,12723,60737d7d24130424b89de6dbecf4bd27,anonymous,NULL,Closed,8,-3.8134,0.0000,Running,1.7717,25,0.1667,0,0.0000,0,0.1000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2020-11-27 10:20:50.3691,12723,60737d7d24130424b89de6dbecf4bd27,anonymous,NULL,Closed,8,-3.8134,0.0000,Running,1.7717,24,0.2000,0,0.0000,0,0.1000,0,0.0000,0,0.0000,0,0.0000,AccInput,AccInput,NULL,NULL,NULL
Rest,2020-11-27 10:20:50.7436,12750,60737d7d24130424b89de6dbecf4bd27,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5744,25,(0.741 0.737 0.737 0.707 0.679 0.574 0.740 0.744 )
